mode,nb_digits,e,t,custom_type,custom_count,double_count,runtime,status,setting_json,error
sig,1,11,21,"flx::floatx<11, 21>",39,0,19.507689,ok,"{""flx::floatx<11, 21>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,22,"flx::floatx<11, 22>",39,0,19.738126,ok,"{""flx::floatx<11, 22>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,23,"flx::floatx<11, 23>",39,0,19.728155,ok,"{""flx::floatx<11, 23>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,24,"flx::floatx<11, 24>",39,0,19.675825,ok,"{""flx::floatx<11, 24>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,25,"flx::floatx<11, 25>",39,0,19.700927,ok,"{""flx::floatx<11, 25>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,26,"flx::floatx<11, 26>",39,0,19.670539,ok,"{""flx::floatx<11, 26>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,27,"flx::floatx<11, 27>",39,0,19.637703,ok,"{""flx::floatx<11, 27>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,28,"flx::floatx<11, 28>",39,0,19.687876,ok,"{""flx::floatx<11, 28>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,29,"flx::floatx<11, 29>",39,0,19.682325,ok,"{""flx::floatx<11, 29>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,30,"flx::floatx<11, 30>",39,0,19.677056,ok,"{""flx::floatx<11, 30>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,31,"flx::floatx<11, 31>",39,0,19.652516,ok,"{""flx::floatx<11, 31>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,32,"flx::floatx<11, 32>",39,0,19.515225,ok,"{""flx::floatx<11, 32>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,33,"flx::floatx<11, 33>",39,0,19.492968,ok,"{""flx::floatx<11, 33>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,34,"flx::floatx<11, 34>",39,0,19.531977,ok,"{""flx::floatx<11, 34>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,35,"flx::floatx<11, 35>",39,0,19.536802,ok,"{""flx::floatx<11, 35>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,36,"flx::floatx<11, 36>",39,0,19.728978,ok,"{""flx::floatx<11, 36>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,37,"flx::floatx<11, 37>",39,0,19.837597,ok,"{""flx::floatx<11, 37>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,38,"flx::floatx<11, 38>",39,0,19.786480,ok,"{""flx::floatx<11, 38>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,39,"flx::floatx<11, 39>",39,0,19.836979,ok,"{""flx::floatx<11, 39>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,40,"flx::floatx<11, 40>",39,0,19.791243,ok,"{""flx::floatx<11, 40>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,41,"flx::floatx<11, 41>",39,0,19.808070,ok,"{""flx::floatx<11, 41>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,42,"flx::floatx<11, 42>",39,0,19.802332,ok,"{""flx::floatx<11, 42>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,43,"flx::floatx<11, 43>",39,0,19.776000,ok,"{""flx::floatx<11, 43>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,44,"flx::floatx<11, 44>",39,0,19.646286,ok,"{""flx::floatx<11, 44>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,45,"flx::floatx<11, 45>",39,0,19.567866,ok,"{""flx::floatx<11, 45>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,46,"flx::floatx<11, 46>",39,0,19.633839,ok,"{""flx::floatx<11, 46>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,47,"flx::floatx<11, 47>",39,0,19.698178,ok,"{""flx::floatx<11, 47>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,48,"flx::floatx<11, 48>",39,0,19.811733,ok,"{""flx::floatx<11, 48>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,49,"flx::floatx<11, 49>",39,0,19.897134,ok,"{""flx::floatx<11, 49>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,50,"flx::floatx<11, 50>",39,0,20.228534,ok,"{""flx::floatx<11, 50>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,51,"flx::floatx<11, 51>",39,0,20.413027,ok,"{""flx::floatx<11, 51>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
sig,1,11,52,"flx::floatx<11, 52>",39,0,13.571190,ok,"{""flx::floatx<11, 52>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
exp,1,1,52,"flx::floatx<1, 52>",23,16,99.143227,ok,"{""double"": [""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34""], ""flx::floatx<1, 52>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""2"", ""28"", ""3"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
exp,1,2,52,"flx::floatx<2, 52>",23,16,100.156396,ok,"{""double"": [""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34""], ""flx::floatx<2, 52>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""2"", ""28"", ""3"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
exp,1,3,52,"flx::floatx<3, 52>",23,16,103.265120,ok,"{""double"": [""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34""], ""flx::floatx<3, 52>"": [""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""2"", ""28"", ""3"", ""35"", ""36"", ""37"", ""38"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]}",
