mode,nb_digits,e,t,custom_type,custom_count,double_count,runtime,status,setting_json,error
sig,1,11,11,"flx::floatx<11, 11>",7,8,102.344304,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 11>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,12,"flx::floatx<11, 12>",7,8,102.407852,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 12>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,13,"flx::floatx<11, 13>",7,8,101.529521,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 13>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,14,"flx::floatx<11, 14>",7,8,101.802083,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 14>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,15,"flx::floatx<11, 15>",7,8,102.378843,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 15>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,16,"flx::floatx<11, 16>",7,8,101.489032,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 16>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,17,"flx::floatx<11, 17>",7,8,102.393943,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 17>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,18,"flx::floatx<11, 18>",7,8,102.002571,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 18>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,19,"flx::floatx<11, 19>",7,8,102.291216,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 19>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,20,"flx::floatx<11, 20>",7,8,101.716997,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 20>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,21,"flx::floatx<11, 21>",7,8,101.430899,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 21>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,22,"flx::floatx<11, 22>",7,8,101.756797,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 22>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,23,"flx::floatx<11, 23>",7,8,102.887718,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 23>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,24,"flx::floatx<11, 24>",7,8,102.295296,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 24>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,25,"flx::floatx<11, 25>",7,8,101.816257,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 25>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,26,"flx::floatx<11, 26>",7,8,102.236892,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 26>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,27,"flx::floatx<11, 27>",7,8,102.222153,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 27>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,28,"flx::floatx<11, 28>",7,8,101.690219,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 28>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,29,"flx::floatx<11, 29>",7,8,101.892323,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 29>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,30,"flx::floatx<11, 30>",7,8,101.583661,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 30>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,31,"flx::floatx<11, 31>",7,8,107.274511,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 31>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,32,"flx::floatx<11, 32>",7,8,102.400456,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 32>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,33,"flx::floatx<11, 33>",7,8,102.197991,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 33>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,34,"flx::floatx<11, 34>",7,8,101.616823,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 34>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,35,"flx::floatx<11, 35>",7,8,101.952140,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 35>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,36,"flx::floatx<11, 36>",7,8,101.970632,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 36>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,37,"flx::floatx<11, 37>",7,8,101.960197,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 37>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,38,"flx::floatx<11, 38>",7,8,102.050032,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 38>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,39,"flx::floatx<11, 39>",7,8,101.221778,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 39>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,40,"flx::floatx<11, 40>",7,8,101.543348,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 40>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,41,"flx::floatx<11, 41>",7,8,102.316082,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 41>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,42,"flx::floatx<11, 42>",7,8,103.738224,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 42>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,43,"flx::floatx<11, 43>",7,8,101.649453,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 43>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,44,"flx::floatx<11, 44>",7,8,101.257742,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 44>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,45,"flx::floatx<11, 45>",7,8,101.232406,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 45>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,46,"flx::floatx<11, 46>",7,8,101.531440,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 46>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,47,"flx::floatx<11, 47>",7,8,101.560383,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 47>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,48,"flx::floatx<11, 48>",7,8,101.763506,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 48>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,49,"flx::floatx<11, 49>",7,8,102.105712,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 49>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,50,"flx::floatx<11, 50>",7,8,101.850991,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 50>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,51,"flx::floatx<11, 51>",7,8,101.820664,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 51>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,1,11,52,"flx::floatx<11, 52>",7,8,102.240016,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,1,52,"flx::floatx<1, 52>",7,8,101.943457,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<1, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,2,52,"flx::floatx<2, 52>",7,8,101.138743,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<2, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,3,52,"flx::floatx<3, 52>",7,8,101.742830,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<3, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,4,52,"flx::floatx<4, 52>",7,8,102.094437,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<4, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,5,52,"flx::floatx<5, 52>",7,8,101.995346,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<5, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,6,52,"flx::floatx<6, 52>",7,8,101.554200,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<6, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,7,52,"flx::floatx<7, 52>",7,8,101.553953,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<7, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,8,52,"flx::floatx<8, 52>",7,8,102.059800,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<8, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,9,52,"flx::floatx<9, 52>",7,8,102.109727,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<9, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,10,52,"flx::floatx<10, 52>",7,8,101.840471,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<10, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
exp,1,11,52,"flx::floatx<11, 52>",7,8,102.143499,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 52>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,1,"flx::floatx<11, 1>",3,12,112.547312,ok,"{""double"": [""0"", ""1"", ""1"", ""2"", ""2"", ""3"", ""3"", ""4"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 1>"": [""6"", ""7"", ""8""]}",
sig,2,11,2,"flx::floatx<11, 2>",3,12,111.820079,ok,"{""double"": [""0"", ""1"", ""1"", ""2"", ""2"", ""3"", ""3"", ""4"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 2>"": [""6"", ""7"", ""8""]}",
sig,2,11,3,"flx::floatx<11, 3>",5,10,107.320743,ok,"{""double"": [""0"", ""1"", ""2"", ""2"", ""3"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 3>"": [""1"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,4,"flx::floatx<11, 4>",5,10,106.951052,ok,"{""double"": [""0"", ""1"", ""2"", ""2"", ""3"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 4>"": [""1"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,5,"flx::floatx<11, 5>",5,10,107.454387,ok,"{""double"": [""0"", ""1"", ""2"", ""2"", ""3"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 5>"": [""1"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,6,"flx::floatx<11, 6>",6,9,104.219255,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 6>"": [""0"", ""1"", ""3"", ""6"", ""7"", ""8""]}",
sig,2,11,7,"flx::floatx<11, 7>",7,8,102.642701,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 7>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,8,"flx::floatx<11, 8>",7,8,101.659068,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 8>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,9,"flx::floatx<11, 9>",7,8,102.056709,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 9>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,10,"flx::floatx<11, 10>",7,8,101.770532,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 10>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,11,"flx::floatx<11, 11>",7,8,102.228298,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 11>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,12,"flx::floatx<11, 12>",7,8,102.693345,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 12>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,13,"flx::floatx<11, 13>",7,8,101.631241,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 13>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,14,"flx::floatx<11, 14>",7,8,105.006099,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 14>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,15,"flx::floatx<11, 15>",7,8,102.622043,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 15>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,16,"flx::floatx<11, 16>",7,8,101.788006,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 16>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,17,"flx::floatx<11, 17>",7,8,101.703779,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 17>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,18,"flx::floatx<11, 18>",7,8,101.795608,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 18>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,19,"flx::floatx<11, 19>",7,8,102.032380,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 19>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,20,"flx::floatx<11, 20>",7,8,101.855351,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 20>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,21,"flx::floatx<11, 21>",7,8,101.134764,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 21>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,22,"flx::floatx<11, 22>",7,8,102.156355,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 22>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,23,"flx::floatx<11, 23>",7,8,102.092402,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 23>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,24,"flx::floatx<11, 24>",7,8,101.328600,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 24>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,25,"flx::floatx<11, 25>",7,8,101.494841,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 25>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,26,"flx::floatx<11, 26>",7,8,101.903958,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 26>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,27,"flx::floatx<11, 27>",7,8,101.280500,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 27>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,28,"flx::floatx<11, 28>",7,8,101.917261,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 28>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,29,"flx::floatx<11, 29>",7,8,101.454646,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 29>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,30,"flx::floatx<11, 30>",7,8,101.133986,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 30>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,31,"flx::floatx<11, 31>",7,8,101.761565,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 31>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,32,"flx::floatx<11, 32>",7,8,101.224998,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 32>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,33,"flx::floatx<11, 33>",7,8,102.098442,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 33>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,34,"flx::floatx<11, 34>",7,8,101.702215,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 34>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,35,"flx::floatx<11, 35>",7,8,100.859935,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 35>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,36,"flx::floatx<11, 36>",7,8,101.606212,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 36>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,37,"flx::floatx<11, 37>",7,8,101.687708,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 37>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,38,"flx::floatx<11, 38>",7,8,101.983187,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 38>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,39,"flx::floatx<11, 39>",7,8,101.912739,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 39>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
sig,2,11,40,"flx::floatx<11, 40>",7,8,101.372154,ok,"{""double"": [""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""5"", ""6""], ""flx::floatx<11, 40>"": [""0"", ""1"", ""3"", ""4"", ""6"", ""7"", ""8""]}",
